date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2017153,2017-06-02,MOD11A2,LST_Day_1km,290.1400,302.0200,283479.9688,11.8800,294.9843,3.1063,1.7625,961,961,100.00
A2017161,2017-06-10,MOD11A2,LST_Day_1km,285.0800,300.3600,268313.9062,15.2800,293.5601,6.8512,2.6175,961,914,95.11
A2017169,2017-06-18,MOD11A2,LST_Day_1km,294.9400,305.5000,286666.5312,10.5600,298.3002,3.1686,1.7800,961,961,100.00
A2017177,2017-06-26,MOD11A2,LST_Day_1km,287.4200,307.5400,286069.6875,20.1200,298.9234,13.5215,3.6772,961,957,99.58
A2017185,2017-07-04,MOD11A2,LST_Day_1km,287.3800,304.9000,280965.5938,17.5200,299.2179,5.4464,2.3338,961,939,97.71
A2017193,2017-07-12,MOD11A2,LST_Day_1km,291.2000,303.9200,284786.5625,12.7200,297.5826,5.1727,2.2744,961,957,99.58
A2017201,2017-07-20,MOD11A2,LST_Day_1km,291.2400,305.4400,287127.8125,14.2000,298.7802,4.0361,2.0090,961,961,100.00
A2017209,2017-07-28,MOD11A2,LST_Day_1km,296.8600,306.9800,289569.5312,10.1200,301.3210,4.1267,2.0314,961,961,100.00
A2017217,2017-08-05,MOD11A2,LST_Day_1km,296.6800,305.8000,288640.8125,9.1200,300.3546,3.7353,1.9327,961,961,100.00
A2017225,2017-08-13,MOD11A2,LST_Day_1km,293.7600,302.5200,286469.5312,8.7600,298.0952,3.0877,1.7572,961,961,100.00
A2017233,2017-08-21,MOD11A2,LST_Day_1km,288.7600,300.1000,283467.4375,11.3400,294.9713,3.4370,1.8539,961,961,100.00
A2017241,2017-08-29,MOD11A2,LST_Day_1km,293.0800,304.3000,285899.5312,11.2200,297.5021,4.1586,2.0393,961,961,100.00
A2017249,2017-09-06,MOD11A2,LST_Day_1km,288.1800,298.3000,281569.9375,10.1200,292.9968,2.9129,1.7067,961,961,100.00
A2017257,2017-09-14,MOD11A2,LST_Day_1km,286.6600,301.4000,267790.0312,14.7400,292.6667,5.5103,2.3474,961,915,95.21
A2017265,2017-09-22,MOD11A2,LST_Day_1km,284.0200,292.1000,277104.8125,8.0800,288.3505,2.0815,1.4427,961,961,100.00
A2017273,2017-09-30,MOD11A2,LST_Day_1km,284.2000,293.3400,277486.4062,9.1400,288.7476,2.0260,1.4234,961,961,100.00
A2017281,2017-10-08,MOD11A2,LST_Day_1km,283.0800,290.6200,236857.6719,7.5400,288.4990,1.9996,1.4141,961,821,85.43
A2017289,2017-10-16,MOD11A2,LST_Day_1km,289.0000,295.3800,280237.9375,6.3800,291.6107,1.3127,1.1458,961,961,100.00
A2017297,2017-10-24,MOD11A2,LST_Day_1km,262.6800,281.7800,184899.6875,19.1000,276.3822,8.3818,2.8951,961,669,69.61
A2017305,2017-11-01,MOD11A2,LST_Day_1km,279.0000,284.6000,270625.0312,5.6000,281.6077,1.8048,1.3434,961,961,100.00
A2017313,2017-11-09,MOD11A2,LST_Day_1km,274.3600,280.5600,266641.6562,6.2000,277.4627,1.1579,1.0761,961,961,100.00
A2017321,2017-11-17,MOD11A2,LST_Day_1km,270.4800,284.0600,267551.3125,13.5800,278.6993,8.2478,2.8719,961,960,99.90
A2017329,2017-11-25,MOD11A2,LST_Day_1km,265.5400,273.7400,35883.6914,8.2000,269.8022,4.5032,2.1221,961,133,13.84
A2017337,2017-12-03,MOD11A2,LST_Day_1km,268.1200,276.5200,260907.2500,8.4000,272.9155,3.8933,1.9732,961,956,99.48
A2017345,2017-12-11,MOD11A2,LST_Day_1km,265.5600,275.1800,232382.3125,9.6200,272.4294,3.1202,1.7664,961,853,88.76
A2017353,2017-12-19,MOD11A2,LST_Day_1km,274.8800,279.5400,266263.6875,4.6600,277.3580,1.1262,1.0612,961,960,99.90
A2017361,2017-12-27,MOD11A2,LST_Day_1km,265.2400,279.7200,251763.2500,14.4800,270.7132,6.8585,2.6189,961,930,96.77
A2018001,2018-01-01,MOD11A2,LST_Day_1km,270.5800,277.4000,51621.4805,6.8200,274.5823,2.7019,1.6437,961,188,19.56
A2018009,2018-01-09,MOD11A2,LST_Day_1km,268.9200,274.0400,260491.2031,5.1200,271.0627,0.4989,0.7064,961,961,100.00
A2018017,2018-01-17,MOD11A2,LST_Day_1km,264.0000,275.7800,255492.8438,11.7800,270.6492,3.6621,1.9136,961,944,98.23
A2018025,2018-01-25,MOD11A2,LST_Day_1km,270.8000,280.6800,124577.0391,9.8800,275.6129,2.2906,1.5135,961,452,47.03
A2018033,2018-02-02,MOD11A2,LST_Day_1km,256.6200,273.4400,251030.2344,16.8200,263.9645,4.8863,2.2105,961,951,98.96
A2018041,2018-02-10,MOD11A2,LST_Day_1km,257.6800,271.8400,230799.1094,14.1600,268.6835,7.6435,2.7647,961,859,89.39
A2018049,2018-02-18,MOD11A2,LST_Day_1km,259.4000,271.7600,229942.7969,12.3600,267.0648,5.2271,2.2863,961,861,89.59
A2018057,2018-02-26,MOD11A2,LST_Day_1km,260.0200,267.3000,253282.2500,7.2800,263.5611,1.2620,1.1234,961,961,100.00
A2018065,2018-03-06,MOD11A2,LST_Day_1km,271.0800,284.9800,258008.3281,13.9000,278.6267,8.1379,2.8527,961,926,96.36
A2018073,2018-03-14,MOD11A2,LST_Day_1km,265.8000,268.0400,6956.9409,2.2400,267.5746,0.3429,0.5856,961,26,2.71
A2018081,2018-03-22,MOD11A2,LST_Day_1km,270.7400,284.0400,268537.5312,13.3000,279.4355,4.3204,2.0786,961,961,100.00
A2018089,2018-03-30,MOD11A2,LST_Day_1km,275.9600,289.5400,271147.7812,13.5800,282.1517,5.4729,2.3394,961,961,100.00
A2018097,2018-04-07,MOD11A2,LST_Day_1km,287.7600,298.9200,284275.5938,11.1600,295.8123,2.0931,1.4467,961,961,100.00
A2018105,2018-04-15,MOD11A2,LST_Day_1km,291.5800,299.5000,284117.8438,7.9200,295.6481,2.0112,1.4182,961,961,100.00
A2018113,2018-04-23,MOD11A2,LST_Day_1km,290.6800,299.9200,283701.7188,9.2400,295.2151,2.8860,1.6988,961,961,100.00
A2018121,2018-05-01,MOD11A2,LST_Day_1km,289.9600,300.1400,283239.9062,10.1800,294.7346,4.3705,2.0906,961,961,100.00
A2018129,2018-05-09,MOD11A2,LST_Day_1km,290.0000,300.5400,283136.8438,10.5400,294.6273,3.1225,1.7671,961,961,100.00
A2018137,2018-05-17,MOD11A2,LST_Day_1km,285.9800,301.4800,276628.1250,15.5000,293.3490,4.0699,2.0174,961,943,98.13
A2018145,2018-05-25,MOD11A2,LST_Day_1km,291.1600,304.7800,286335.2188,13.6200,297.9555,5.6025,2.3670,961,961,100.00
A2018153,2018-06-02,MOD11A2,LST_Day_1km,291.7400,301.3800,284596.0000,9.6400,296.1457,3.4845,1.8667,961,961,100.00
A2018161,2018-06-10,MOD11A2,LST_Day_1km,288.2800,304.0000,247246.4844,15.7200,296.8145,7.2517,2.6929,961,833,86.68
A2018169,2018-06-18,MOD11A2,LST_Day_1km,293.4800,308.1800,283721.0000,14.7000,300.2339,6.1557,2.4811,961,945,98.34
A2018177,2018-06-26,MOD11A2,LST_Day_1km,284.3000,302.6000,267354.7188,18.3000,294.4435,8.4236,2.9023,961,908,94.48
A2018185,2018-07-04,MOD11A2,LST_Day_1km,293.8000,303.3200,286662.1562,9.5200,298.2957,3.4826,1.8662,961,961,100.00
A2018193,2018-07-12,MOD11A2,LST_Day_1km,287.6000,299.2000,247903.3438,11.6000,294.4220,3.8130,1.9527,961,842,87.62
A2018201,2018-07-20,MOD11A2,LST_Day_1km,292.8000,305.7800,285841.3750,12.9800,297.7514,3.9795,1.9949,961,960,99.90
A2018209,2018-07-28,MOD11A2,LST_Day_1km,296.5200,306.9400,288999.6250,10.4200,300.7280,3.2617,1.8060,961,961,100.00
A2018217,2018-08-05,MOD11A2,LST_Day_1km,292.5600,305.0600,287459.4375,12.5000,299.1253,4.7141,2.1712,961,961,100.00
A2018225,2018-08-13,MOD11A2,LST_Day_1km,292.4800,304.3200,286935.4688,11.8400,298.5801,3.9485,1.9871,961,961,100.00
A2018233,2018-08-21,MOD11A2,LST_Day_1km,293.5600,304.9000,286023.6562,11.3400,297.6313,2.8010,1.6736,961,961,100.00
A2018241,2018-08-29,MOD11A2,LST_Day_1km,292.1000,299.6600,283933.2812,7.5600,295.4561,1.6400,1.2806,961,961,100.00
A2018249,2018-09-06,MOD11A2,LST_Day_1km,291.5000,300.9400,283840.5625,9.4400,295.3596,2.5029,1.5821,961,961,100.00
A2018257,2018-09-14,MOD11A2,LST_Day_1km,291.5800,298.9600,283587.5312,7.3800,295.0963,2.4540,1.5665,961,961,100.00
A2018265,2018-09-22,MOD11A2,LST_Day_1km,278.5600,297.1600,277237.3125,18.6000,290.9101,5.3758,2.3186,961,953,99.17
A2018273,2018-09-30,MOD11A2,LST_Day_1km,284.5000,292.7400,276973.2188,8.2400,288.2136,2.2415,1.4972,961,961,100.00
A2018281,2018-10-08,MOD11A2,LST_Day_1km,290.0400,295.1400,280931.3750,5.1000,292.3323,0.7587,0.8710,961,961,100.00
A2018289,2018-10-16,MOD11A2,LST_Day_1km,285.4400,294.6000,277893.4688,9.1600,289.1711,4.3188,2.0782,961,961,100.00
A2018297,2018-10-24,MOD11A2,LST_Day_1km,281.0400,289.6200,275232.5938,8.5800,286.4023,3.2514,1.8032,961,961,100.00
A2018305,2018-11-01,MOD11A2,LST_Day_1km,285.0200,288.9400,275803.4375,3.9200,286.9963,0.4850,0.6964,961,961,100.00
A2018313,2018-11-09,MOD11A2,LST_Day_1km,280.5000,287.7800,273585.4688,7.2800,284.6883,1.7498,1.3228,961,961,100.00
A2018321,2018-11-17,MOD11A2,LST_Day_1km,271.7800,282.1000,209736.9688,10.3200,275.9697,1.0456,1.0225,961,760,79.08
A2018329,2018-11-25,MOD11A2,LST_Day_1km,267.7400,276.6800,261368.0156,8.9400,271.9750,1.1996,1.0953,961,961,100.00
A2018337,2018-12-03,MOD11A2,LST_Day_1km,266.0800,280.0600,84414.7812,13.9800,274.9667,5.3725,2.3179,961,307,31.95
A2018345,2018-12-11,MOD11A2,LST_Day_1km,262.4400,269.3600,109976.0859,6.9200,266.9323,2.1807,1.4767,961,412,42.87
A2018353,2018-12-19,MOD11A2,LST_Day_1km,259.7600,272.9200,167279.0625,13.1600,264.6821,9.8854,3.1441,961,632,65.76
A2018361,2018-12-27,MOD11A2,LST_Day_1km,,,,,,,,961,0,0.00
A2019001,2019-01-01,MOD11A2,LST_Day_1km,245.0200,269.4400,150010.4219,24.4200,261.7983,8.6546,2.9419,961,573,59.63
A2019009,2019-01-09,MOD11A2,LST_Day_1km,251.2200,269.4200,155650.8906,18.2000,263.3687,8.4703,2.9104,961,591,61.50
A2019017,2019-01-17,MOD11A2,LST_Day_1km,261.1200,276.4200,250416.0469,15.3000,268.1114,8.3556,2.8906,961,934,97.19
A2019025,2019-01-25,MOD11A2,LST_Day_1km,267.1600,276.5400,254072.2188,9.3800,272.3175,4.0757,2.0188,961,933,97.09
A2019033,2019-02-02,MOD11A2,LST_Day_1km,269.9200,277.2800,255517.5938,7.3600,273.2809,2.5794,1.6061,961,935,97.29
A2019041,2019-02-10,MOD11A2,LST_Day_1km,273.4800,284.6200,269849.5312,11.1400,280.8008,3.5105,1.8736,961,961,100.00
A2019049,2019-02-18,MOD11A2,LST_Day_1km,275.2000,285.6600,270787.1875,10.4600,281.7765,3.6935,1.9218,961,961,100.00
A2019057,2019-02-26,MOD11A2,LST_Day_1km,277.2200,285.6000,270686.1875,8.3800,281.6714,2.0901,1.4457,961,961,100.00
A2019065,2019-03-06,MOD11A2,LST_Day_1km,272.0600,287.7600,269270.5938,15.7000,280.1983,6.7936,2.6064,961,961,100.00
A2019073,2019-03-14,MOD11A2,LST_Day_1km,278.0000,292.8600,275303.5000,14.8600,286.4761,7.1878,2.6810,961,961,100.00
A2019081,2019-03-22,MOD11A2,LST_Day_1km,280.6400,294.8000,275673.2812,14.1600,286.8608,3.5279,1.8783,961,961,100.00
A2019089,2019-03-30,MOD11A2,LST_Day_1km,285.8400,293.3000,278912.7500,7.4600,290.2318,2.6551,1.6294,961,961,100.00
A2019097,2019-04-07,MOD11A2,LST_Day_1km,282.2600,294.4800,276916.9062,12.2200,288.7559,5.2476,2.2908,961,959,99.79
A2019105,2019-04-15,MOD11A2,LST_Day_1km,287.7600,295.9400,280476.3750,8.1800,291.8589,2.3726,1.5403,961,961,100.00
A2019113,2019-04-23,MOD11A2,LST_Day_1km,287.0400,302.4400,285831.6875,15.4000,297.4315,5.0056,2.2373,961,961,100.00
A2019121,2019-05-01,MOD11A2,LST_Day_1km,282.2400,294.5000,252284.9062,12.2600,288.9861,4.7854,2.1876,961,873,90.84
A2019129,2019-05-09,MOD11A2,LST_Day_1km,282.8200,295.2400,213837.5000,12.4200,289.3606,5.0962,2.2575,961,739,76.90
A2019137,2019-05-17,MOD11A2,LST_Day_1km,287.6000,298.5800,276631.0938,10.9800,293.0414,3.2494,1.8026,961,944,98.23
A2019145,2019-05-25,MOD11A2,LST_Day_1km,288.3200,299.8200,281307.1562,11.5000,293.3338,3.1899,1.7860,961,959,99.79
A2019153,2019-06-02,MOD11A2,LST_Day_1km,292.1800,304.2800,285111.0938,12.1000,296.6817,3.7547,1.9377,961,961,100.00
A2019161,2019-06-10,MOD11A2,LST_Day_1km,298.7800,308.1400,290408.9375,9.3600,302.1945,1.8551,1.3620,961,961,100.00
A2019169,2019-06-18,MOD11A2,LST_Day_1km,294.7800,309.2000,284451.0312,14.4200,301.6448,5.7654,2.4011,961,943,98.13
A2019177,2019-06-26,MOD11A2,LST_Day_1km,296.2800,309.1000,290588.3750,12.8200,302.3813,3.7699,1.9416,961,961,100.00
A2019185,2019-07-04,MOD11A2,LST_Day_1km,288.6400,307.4000,284420.7188,18.7600,297.5112,10.5102,3.2419,961,956,99.48
A2019193,2019-07-12,MOD11A2,LST_Day_1km,289.0600,302.6400,283426.0312,13.5800,295.8518,4.7993,2.1907,961,958,99.69
A2019201,2019-07-20,MOD11A2,LST_Day_1km,294.9200,305.4200,288197.0312,10.5000,299.8929,3.9909,1.9977,961,961,100.00
A2019209,2019-07-28,MOD11A2,LST_Day_1km,293.2600,304.8800,286739.3438,11.6200,298.3760,4.6071,2.1464,961,961,100.00
A2019217,2019-08-05,MOD11A2,LST_Day_1km,289.2000,303.1200,285335.4688,13.9200,297.2245,4.4715,2.1146,961,960,99.90
A2019225,2019-08-13,MOD11A2,LST_Day_1km,284.0000,299.6000,253765.8750,15.6000,293.7105,4.2675,2.0658,961,864,89.91
A2019233,2019-08-21,MOD11A2,LST_Day_1km,293.9200,302.0000,286107.2500,8.0800,297.7183,2.0180,1.4206,961,961,100.00
A2019241,2019-08-29,MOD11A2,LST_Day_1km,295.0000,302.3800,286650.4688,7.3800,298.2835,1.2068,1.0985,961,961,100.00
A2019249,2019-09-06,MOD11A2,LST_Day_1km,284.6400,296.0600,280031.1562,11.4200,291.3956,2.7522,1.6590,961,961,100.00
A2019257,2019-09-14,MOD11A2,LST_Day_1km,284.9600,295.2400,278425.6875,10.2800,289.7250,2.3363,1.5285,961,961,100.00
A2019265,2019-09-22,MOD11A2,LST_Day_1km,286.2600,294.3400,278798.5938,8.0800,290.1130,2.9044,1.7042,961,961,100.00
A2019273,2019-09-30,MOD11A2,LST_Day_1km,281.0200,293.7200,274666.1875,12.7000,285.8129,3.7271,1.9306,961,961,100.00
A2019281,2019-10-08,MOD11A2,LST_Day_1km,285.6200,292.3000,277904.0000,6.6800,289.1821,2.1051,1.4509,961,961,100.00
A2019289,2019-10-16,MOD11A2,LST_Day_1km,288.8200,293.0800,279696.3438,4.2600,291.0472,0.3979,0.6308,961,961,100.00
A2019297,2019-10-24,MOD11A2,LST_Day_1km,289.0000,293.5200,280838.7500,4.5200,292.2360,0.2787,0.5280,961,961,100.00
A2019305,2019-11-01,MOD11A2,LST_Day_1km,275.6000,285.1000,208762.5469,9.5000,281.7308,2.1207,1.4563,961,741,77.11
A2019313,2019-11-09,MOD11A2,LST_Day_1km,276.5600,288.1000,212505.2812,11.5400,283.7187,2.6655,1.6326,961,749,77.94
A2019321,2019-11-17,MOD11A2,LST_Day_1km,275.8800,285.1400,215433.4531,9.2600,280.5123,1.9604,1.4001,961,768,79.92
A2019329,2019-11-25,MOD11A2,LST_Day_1km,271.6600,278.7800,262667.4062,7.1200,274.7567,1.8082,1.3447,961,956,99.48
A2019337,2019-12-03,MOD11A2,LST_Day_1km,271.3400,276.8200,262806.9688,5.4800,273.7573,0.8662,0.9307,961,960,99.90
A2019345,2019-12-11,MOD11A2,LST_Day_1km,272.4000,278.5400,264312.5625,6.1400,275.0391,1.0652,1.0321,961,961,100.00
A2019353,2019-12-19,MOD11A2,LST_Day_1km,277.9800,285.8200,272272.8438,7.8400,283.3224,1.0735,1.0361,961,961,100.00
A2019361,2019-12-27,MOD11A2,LST_Day_1km,272.2000,275.7800,35620.8008,3.5800,274.0062,0.6965,0.8346,961,130,13.53
A2020001,2020-01-01,MOD11A2,LST_Day_1km,268.9000,276.2800,263241.9375,7.3800,273.9250,1.8931,1.3759,961,961,100.00
A2020009,2020-01-09,MOD11A2,LST_Day_1km,273.0800,278.1600,264918.7188,5.0800,275.6698,0.7656,0.8750,961,961,100.00
A2020017,2020-01-17,MOD11A2,LST_Day_1km,271.7000,276.0400,263952.3125,4.3400,274.6642,0.3839,0.6196,961,961,100.00
A2020025,2020-01-25,MOD11A2,LST_Day_1km,268.2400,277.3600,261919.1875,9.1200,273.4021,1.7874,1.3370,961,958,99.69
A2020033,2020-02-02,MOD11A2,LST_Day_1km,269.9600,278.7000,264147.7188,8.7400,274.8676,4.6531,2.1571,961,961,100.00
A2020041,2020-02-10,MOD11A2,LST_Day_1km,268.6000,281.0000,204302.5000,12.4000,276.0845,4.4656,2.1132,961,740,77.00
A2020049,2020-02-18,MOD11A2,LST_Day_1km,270.0400,283.4400,138204.1875,13.4000,278.0768,5.0028,2.2367,961,497,51.72
A2020057,2020-02-26,MOD11A2,LST_Day_1km,269.0000,279.3600,121247.0547,10.3600,274.3146,5.8462,2.4179,961,442,45.99
A2020065,2020-03-05,MOD11A2,LST_Day_1km,275.8200,285.3800,270894.1875,9.5600,281.8878,3.0554,1.7480,961,961,100.00
A2020073,2020-03-13,MOD11A2,LST_Day_1km,282.3000,290.1200,275444.5312,7.8200,286.6228,2.1538,1.4676,961,961,100.00
A2020081,2020-03-21,MOD11A2,LST_Day_1km,280.5800,288.8800,274351.1250,8.3000,285.4850,1.2876,1.1347,961,961,100.00
A2020089,2020-03-29,MOD11A2,LST_Day_1km,279.7400,289.7000,274386.1875,9.9600,285.5215,2.8764,1.6960,961,961,100.00
A2020097,2020-04-06,MOD11A2,LST_Day_1km,289.7000,298.0800,283047.8438,8.3800,294.5347,2.9817,1.7268,961,961,100.00
A2020105,2020-04-14,MOD11A2,LST_Day_1km,285.6600,295.3000,279412.8438,9.6400,290.7522,2.6728,1.6349,961,961,100.00
A2020113,2020-04-22,MOD11A2,LST_Day_1km,287.7000,298.3200,281920.4375,10.6200,293.3615,4.3534,2.0865,961,961,100.00
A2020121,2020-04-30,MOD11A2,LST_Day_1km,279.3200,295.0200,260322.7656,15.7000,288.9265,6.5158,2.5526,961,901,93.76
A2020129,2020-05-08,MOD11A2,LST_Day_1km,289.5600,299.5800,283836.6562,10.0200,295.3555,2.6038,1.6136,961,961,100.00
A2020137,2020-05-16,MOD11A2,LST_Day_1km,285.8800,297.8200,280997.9375,11.9400,292.4016,3.9949,1.9987,961,961,100.00
A2020145,2020-05-24,MOD11A2,LST_Day_1km,281.0200,291.8000,124073.7109,10.7800,287.2077,6.1912,2.4882,961,432,44.95
A2020153,2020-06-01,MOD11A2,LST_Day_1km,287.1600,302.9600,283619.8438,15.8000,295.1299,5.8477,2.4182,961,961,100.00
A2020161,2020-06-09,MOD11A2,LST_Day_1km,291.4000,305.7000,285155.0312,14.3000,296.7274,2.4620,1.5691,961,961,100.00
A2020169,2020-06-17,MOD11A2,LST_Day_1km,286.6800,296.7200,122248.2188,10.0400,291.0672,3.5555,1.8856,961,420,43.70
A2020177,2020-06-25,MOD11A2,LST_Day_1km,293.0200,304.4000,286158.9062,11.3800,297.7720,2.6141,1.6168,961,961,100.00
A2020185,2020-07-03,MOD11A2,LST_Day_1km,295.1800,305.9800,287383.8750,10.8000,299.0467,3.2099,1.7916,961,961,100.00
A2020193,2020-07-11,MOD11A2,LST_Day_1km,287.6200,301.4800,236973.6406,13.8600,294.7433,6.0156,2.4527,961,804,83.66
A2020201,2020-07-19,MOD11A2,LST_Day_1km,289.1600,301.5400,279718.5000,12.3800,295.9984,4.9956,2.2351,961,945,98.34
A2020209,2020-07-27,MOD11A2,LST_Day_1km,293.3600,304.2000,286871.3125,10.8400,298.5133,2.6447,1.6262,961,961,100.00
A2020217,2020-08-04,MOD11A2,LST_Day_1km,296.9200,305.3800,288826.2812,8.4600,300.5476,2.4003,1.5493,961,961,100.00
A2020225,2020-08-12,MOD11A2,LST_Day_1km,294.4400,305.6000,287705.3438,11.1600,299.3812,3.5705,1.8896,961,961,100.00
A2020233,2020-08-20,MOD11A2,LST_Day_1km,293.6600,302.7400,286145.9688,9.0800,297.7585,2.1265,1.4583,961,961,100.00
A2020241,2020-08-28,MOD11A2,LST_Day_1km,291.0000,300.3600,284482.1875,9.3600,296.0273,2.3907,1.5462,961,961,100.00
A2020249,2020-09-05,MOD11A2,LST_Day_1km,290.6600,298.9000,282671.7188,8.2400,294.1433,1.9002,1.3785,961,961,100.00
A2020257,2020-09-13,MOD11A2,LST_Day_1km,291.1400,300.3600,282966.3125,9.2200,294.4499,2.4342,1.5602,961,961,100.00
A2020265,2020-09-21,MOD11A2,LST_Day_1km,291.0400,299.4200,283329.7812,8.3800,294.8281,2.6293,1.6215,961,961,100.00
A2020273,2020-09-29,MOD11A2,LST_Day_1km,287.3200,292.9400,278442.3438,5.6200,289.7423,0.7379,0.8590,961,961,100.00
A2020281,2020-10-07,MOD11A2,LST_Day_1km,280.5200,292.2800,274929.5938,11.7600,288.1862,3.7223,1.9293,961,954,99.27
A2020289,2020-10-15,MOD11A2,LST_Day_1km,280.5400,287.9400,274165.4375,7.4000,285.2918,2.1432,1.4640,961,961,100.00
A2020297,2020-10-23,MOD11A2,LST_Day_1km,283.6000,289.9600,275123.0938,6.3600,286.8854,1.3556,1.1643,961,959,99.79
A2020305,2020-10-31,MOD11A2,LST_Day_1km,281.1200,286.7600,272536.1562,5.6400,283.5964,1.4513,1.2047,961,961,100.00
A2020313,2020-11-08,MOD11A2,LST_Day_1km,279.9200,285.4000,271778.5312,5.4800,282.8080,0.9247,0.9616,961,961,100.00
A2020321,2020-11-16,MOD11A2,LST_Day_1km,272.4800,282.9400,267860.9688,10.4600,278.7315,1.8516,1.3607,961,961,100.00
A2020329,2020-11-24,MOD11A2,LST_Day_1km,273.1600,280.3800,264597.3125,7.2200,275.3354,1.4266,1.1944,961,961,100.00
A2020337,2020-12-02,MOD11A2,LST_Day_1km,265.5200,277.6200,256235.2500,12.1000,272.3010,4.9287,2.2201,961,941,97.92
A2020345,2020-12-10,MOD11A2,LST_Day_1km,269.1800,274.3600,261315.2188,5.1800,271.9201,0.6646,0.8152,961,961,100.00
A2020353,2020-12-18,MOD11A2,LST_Day_1km,270.4600,277.8000,263495.9062,7.3400,274.1893,2.0326,1.4257,961,961,100.00
A2020361,2020-12-26,MOD11A2,LST_Day_1km,268.1400,277.8400,263224.7188,9.7000,273.9071,1.9974,1.4133,961,961,100.00
A2021001,2021-01-01,MOD11A2,LST_Day_1km,267.6600,276.8000,260508.4844,9.1400,274.5084,1.0553,1.0273,961,949,98.75
A2021009,2021-01-09,MOD11A2,LST_Day_1km,265.4600,275.1200,260030.3750,9.6600,270.5831,3.9986,1.9996,961,961,100.00
A2021017,2021-01-17,MOD11A2,LST_Day_1km,257.1800,274.9000,256060.3594,17.7200,266.4520,4.4471,2.1088,961,961,100.00
A2021025,2021-01-25,MOD11A2,LST_Day_1km,261.9800,269.9400,254236.1562,7.9600,265.1055,1.3029,1.1415,961,959,99.79
A2021033,2021-02-02,MOD11A2,LST_Day_1km,264.9200,272.0600,23372.7227,7.1400,268.6520,5.2956,2.3012,961,87,9.05
A2021041,2021-02-10,MOD11A2,LST_Day_1km,260.4800,266.7400,95462.2266,6.2600,264.4383,3.0278,1.7401,961,361,37.57
A2021049,2021-02-18,MOD11A2,LST_Day_1km,278.1000,284.8400,270699.5625,6.7400,281.6853,1.5184,1.2322,961,961,100.00
A2021057,2021-02-26,MOD11A2,LST_Day_1km,280.2200,289.0600,274444.4375,8.8400,285.5822,1.5411,1.2414,961,961,100.00
A2021065,2021-03-06,MOD11A2,LST_Day_1km,271.0400,281.5200,257936.9688,10.4800,276.4598,3.7519,1.9370,961,933,97.09
A2021073,2021-03-14,MOD11A2,LST_Day_1km,265.6200,281.1400,129961.7031,15.5200,274.7605,12.2324,3.4975,961,473,49.22
A2021081,2021-03-22,MOD11A2,LST_Day_1km,277.3600,291.5200,274631.6562,14.1600,285.7769,7.8562,2.8029,961,961,100.00
A2021089,2021-03-30,MOD11A2,LST_Day_1km,285.2400,298.0200,283295.7812,12.7800,294.7927,1.6541,1.2861,961,961,100.00
A2021097,2021-04-07,MOD11A2,LST_Day_1km,278.1200,294.3000,275281.1562,16.1800,286.4528,6.3216,2.5143,961,961,100.00
A2021105,2021-04-15,MOD11A2,LST_Day_1km,276.0000,292.6400,185645.7969,16.6400,286.0490,9.9206,3.1497,961,649,67.53
A2021113,2021-04-23,MOD11A2,LST_Day_1km,281.9200,294.0400,277678.4062,12.1200,288.9474,3.5918,1.8952,961,961,100.00
A2021121,2021-05-01,MOD11A2,LST_Day_1km,278.5600,294.2400,260655.6406,15.6800,287.3822,8.9826,2.9971,961,907,94.38
A2021129,2021-05-09,MOD11A2,LST_Day_1km,293.4000,304.1800,287860.6562,10.7800,299.5428,1.8248,1.3508,961,961,100.00
A2021137,2021-05-17,MOD11A2,LST_Day_1km,282.4800,296.5600,221930.0312,14.0800,290.4843,5.0311,2.2430,961,764,79.50
A2021145,2021-05-25,MOD11A2,LST_Day_1km,277.9200,294.4600,120388.6797,16.5400,285.9589,8.1165,2.8489,961,421,43.81
A2021153,2021-06-02,MOD11A2,LST_Day_1km,291.7000,303.8800,284728.2500,12.1800,296.2833,3.0250,1.7392,961,961,100.00
A2021161,2021-06-10,MOD11A2,LST_Day_1km,291.2600,302.0800,285293.6250,10.8200,296.8716,3.3195,1.8220,961,961,100.00
A2021169,2021-06-18,MOD11A2,LST_Day_1km,297.0600,308.3600,289854.1562,11.3000,301.6172,2.6694,1.6338,961,961,100.00
A2021177,2021-06-26,MOD11A2,LST_Day_1km,292.8000,305.1800,284008.0625,12.3800,298.3278,3.3036,1.8176,961,952,99.06
A2021185,2021-07-04,MOD11A2,LST_Day_1km,294.8200,306.5400,288035.5938,11.7200,299.7249,3.0968,1.7598,961,961,100.00
A2021193,2021-07-12,MOD11A2,LST_Day_1km,292.7400,304.9000,279066.3125,12.1600,298.7862,3.8545,1.9633,961,934,97.19
A2021201,2021-07-20,MOD11A2,LST_Day_1km,292.9400,303.2200,285387.0312,10.2800,296.9688,2.8625,1.6919,961,961,100.00
A2021209,2021-07-28,MOD11A2,LST_Day_1km,292.9600,304.6800,286551.0000,11.7200,298.1800,4.1581,2.0391,961,961,100.00
A2021217,2021-08-05,MOD11A2,LST_Day_1km,291.5400,300.8600,284610.0938,9.3200,296.1603,2.7411,1.6556,961,961,100.00
