date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2004137,2004-05-16,MOD11A2,LST_Night_1km,274.2800,282.1400,266416.0625,7.8600,277.5167,1.3447,1.1596,961,960,99.90
A2004145,2004-05-24,MOD11A2,LST_Night_1km,277.4800,282.9000,269375.3750,5.4200,280.3074,0.9997,0.9998,961,961,100.00
A2004153,2004-06-01,MOD11A2,LST_Night_1km,279.7400,287.0000,252173.8281,7.2600,284.6206,0.9364,0.9677,961,886,92.20
A2004161,2004-06-09,MOD11A2,LST_Night_1km,280.1200,290.1200,250559.4531,10.0000,285.0506,3.0882,1.7573,961,879,91.47
A2004169,2004-06-17,MOD11A2,LST_Night_1km,281.8400,286.1800,273229.1875,4.3400,284.3176,0.6429,0.8018,961,961,100.00
A2004177,2004-06-25,MOD11A2,LST_Night_1km,280.6800,285.5400,272271.6875,4.8600,283.3212,0.5794,0.7612,961,961,100.00
A2004185,2004-07-03,MOD11A2,LST_Night_1km,282.7400,288.2600,274776.3750,5.5200,285.9276,0.6646,0.8152,961,961,100.00
A2004193,2004-07-11,MOD11A2,LST_Night_1km,280.8600,289.8400,274387.3750,8.9800,287.3166,3.7621,1.9396,961,955,99.38
A2004201,2004-07-19,MOD11A2,LST_Night_1km,284.9600,293.1400,258287.4844,8.1800,288.9122,1.4500,1.2042,961,894,93.03
A2004209,2004-07-27,MOD11A2,LST_Night_1km,284.6400,289.5800,275541.0938,4.9400,286.7233,0.7535,0.8681,961,961,100.00
A2004217,2004-08-04,MOD11A2,LST_Night_1km,284.9600,288.7600,264254.7188,3.8000,286.9215,0.4606,0.6787,961,921,95.84
A2004225,2004-08-12,MOD11A2,LST_Night_1km,284.0000,291.3800,277120.7500,7.3800,288.3671,1.0500,1.0247,961,961,100.00
A2004233,2004-08-20,MOD11A2,LST_Night_1km,281.0000,285.3400,267084.1562,4.3400,283.8301,0.3412,0.5841,961,941,97.92
A2004241,2004-08-28,MOD11A2,LST_Night_1km,282.7600,286.6000,273657.9375,3.8400,284.7637,0.5014,0.7081,961,961,100.00
A2004249,2004-09-05,MOD11A2,LST_Night_1km,281.5800,286.4000,272670.2500,4.8200,283.7360,0.6898,0.8305,961,961,100.00
A2004257,2004-09-13,MOD11A2,LST_Night_1km,279.2400,284.4200,271075.1250,5.1800,282.0761,0.6895,0.8304,961,961,100.00
A2004265,2004-09-21,MOD11A2,LST_Night_1km,276.6400,281.7200,268470.7500,5.0800,279.3660,0.7660,0.8752,961,961,100.00
A2004273,2004-09-29,MOD11A2,LST_Night_1km,276.5200,285.2800,270569.8125,8.7600,281.5503,1.2720,1.1278,961,961,100.00
A2004281,2004-10-07,MOD11A2,LST_Night_1km,271.3000,282.8800,256938.3281,11.5800,275.9810,3.6189,1.9023,961,931,96.88
A2004289,2004-10-15,MOD11A2,LST_Night_1km,277.8800,284.1200,269270.9688,6.2400,280.1987,0.8394,0.9162,961,961,100.00
A2004297,2004-10-23,MOD11A2,LST_Night_1km,278.2400,285.2200,270125.7812,6.9800,281.0882,1.7254,1.3136,961,961,100.00
A2004305,2004-10-31,MOD11A2,LST_Night_1km,255.7600,283.6200,193265.7188,27.8600,278.4809,13.3535,3.6542,961,694,72.22
A2004313,2004-11-08,MOD11A2,LST_Night_1km,267.7000,280.6000,236990.6875,12.9000,276.2129,3.7600,1.9391,961,858,89.28
A2004321,2004-11-16,MOD11A2,LST_Night_1km,256.6600,275.7400,72532.9375,19.0800,267.6492,21.6541,4.6534,961,271,28.20
A2004329,2004-11-24,MOD11A2,LST_Night_1km,265.4000,274.7600,218358.2500,9.3600,270.2454,2.6877,1.6394,961,808,84.08
A2004337,2004-12-02,MOD11A2,LST_Night_1km,266.1800,272.3800,260011.7031,6.2000,270.5637,0.6921,0.8319,961,961,100.00
A2004345,2004-12-10,MOD11A2,LST_Night_1km,266.0800,271.4200,257655.9844,5.3400,268.1124,0.8304,0.9112,961,961,100.00
A2004353,2004-12-18,MOD11A2,LST_Night_1km,257.9400,267.9800,239606.7344,10.0400,264.1750,3.1730,1.7813,961,907,94.38
A2004361,2004-12-26,MOD11A2,LST_Night_1km,262.0200,270.6400,134282.7969,8.6200,264.8576,6.7685,2.6016,961,507,52.76
A2005001,2005-01-01,MOD11A2,LST_Night_1km,262.6000,281.5400,249425.6250,18.9400,276.2188,9.1101,3.0183,961,903,93.96
A2005009,2005-01-09,MOD11A2,LST_Night_1km,268.7200,276.7800,261673.4844,8.0600,272.2929,1.6134,1.2702,961,961,100.00
A2005017,2005-01-17,MOD11A2,LST_Night_1km,255.7400,268.9400,253545.8750,13.2000,264.3857,4.2563,2.0631,961,959,99.79
A2005025,2005-01-25,MOD11A2,LST_Night_1km,245.6800,260.9600,190057.1719,15.2800,254.0871,10.2969,3.2089,961,748,77.84
A2005033,2005-02-02,MOD11A2,LST_Night_1km,250.2600,265.6400,246780.9688,15.3800,256.7960,13.3141,3.6488,961,961,100.00
A2005041,2005-02-10,MOD11A2,LST_Night_1km,248.4400,272.4400,105504.1953,24.0000,267.0992,12.6427,3.5557,961,395,41.10
A2005049,2005-02-18,MOD11A2,LST_Night_1km,259.9600,263.7200,8117.8804,3.7600,261.8671,1.5781,1.2562,961,31,3.23
A2005057,2005-02-26,MOD11A2,LST_Night_1km,253.5000,263.5600,248904.6250,10.0600,259.5460,3.5061,1.8725,961,959,99.79
A2005065,2005-03-06,MOD11A2,LST_Night_1km,251.2400,271.4400,78516.0469,20.2000,267.0614,27.7642,5.2692,961,294,30.59
A2005073,2005-03-14,MOD11A2,LST_Night_1km,266.1200,272.3200,258943.4844,6.2000,269.4521,1.1551,1.0747,961,961,100.00
A2005081,2005-03-22,MOD11A2,LST_Night_1km,270.5200,276.8800,262511.6562,6.3600,273.4496,1.5166,1.2315,961,960,99.90
A2005089,2005-03-30,MOD11A2,LST_Night_1km,270.2000,276.1200,262627.4375,5.9200,273.2856,1.1624,1.0781,961,961,100.00
A2005097,2005-04-07,MOD11A2,LST_Night_1km,273.9800,281.5400,131748.2188,7.5600,278.5375,2.6620,1.6316,961,473,49.22
A2005105,2005-04-15,MOD11A2,LST_Night_1km,268.5200,280.3600,263757.8750,11.8400,274.4619,4.5933,2.1432,961,961,100.00
A2005113,2005-04-23,MOD11A2,LST_Night_1km,273.5600,279.6200,254428.5312,6.0600,276.5528,1.3654,1.1685,961,920,95.73
A2005121,2005-05-01,MOD11A2,LST_Night_1km,268.3200,285.4400,219131.5469,17.1200,279.8615,14.9378,3.8649,961,783,81.48
A2005129,2005-05-09,MOD11A2,LST_Night_1km,274.2200,278.9000,265682.3750,4.6800,276.4645,0.7391,0.8597,961,961,100.00
A2005137,2005-05-17,MOD11A2,LST_Night_1km,277.9800,284.4200,269890.3438,6.4400,280.8432,1.4428,1.2012,961,961,100.00
A2005145,2005-05-25,MOD11A2,LST_Night_1km,283.5800,291.6200,275971.7500,8.0400,287.1714,2.8482,1.6877,961,961,100.00
A2005153,2005-06-02,MOD11A2,LST_Night_1km,280.9000,287.9000,268478.5938,7.0000,284.1043,1.4808,1.2169,961,945,98.34
A2005161,2005-06-10,MOD11A2,LST_Night_1km,283.7400,288.4000,213775.8594,4.6600,286.1792,0.8757,0.9358,961,747,77.73
A2005169,2005-06-18,MOD11A2,LST_Night_1km,281.1800,289.2400,274202.2500,8.0600,285.3301,0.9129,0.9555,961,961,100.00
A2005177,2005-06-26,MOD11A2,LST_Night_1km,281.2000,288.5400,271734.1250,7.3400,285.1355,1.4099,1.1874,961,953,99.17
A2005185,2005-07-04,MOD11A2,LST_Night_1km,281.2400,287.1000,103545.3203,5.8600,285.2488,1.1061,1.0517,961,363,37.77
A2005193,2005-07-12,MOD11A2,LST_Night_1km,284.7000,292.7600,275321.6875,8.0600,287.3922,1.4240,1.1933,961,958,99.69
A2005201,2005-07-20,MOD11A2,LST_Night_1km,283.2400,288.8400,274848.3750,5.6000,286.3004,1.2480,1.1172,961,960,99.90
A2005209,2005-07-28,MOD11A2,LST_Night_1km,289.1800,297.4200,280047.8438,8.2400,291.4130,1.3781,1.1739,961,961,100.00
A2005217,2005-08-05,MOD11A2,LST_Night_1km,281.3400,286.2200,267058.5938,4.8800,284.1049,1.0689,1.0339,961,940,97.81
A2005225,2005-08-13,MOD11A2,LST_Night_1km,285.3800,288.9600,275917.3750,3.5800,287.1149,0.4390,0.6625,961,961,100.00
A2005233,2005-08-21,MOD11A2,LST_Night_1km,273.5000,288.8600,215135.4531,15.3600,285.7045,5.9421,2.4376,961,753,78.36
A2005241,2005-08-29,MOD11A2,LST_Night_1km,283.2400,288.5400,274206.8438,5.3000,285.3349,0.8700,0.9327,961,961,100.00
A2005249,2005-09-06,MOD11A2,LST_Night_1km,284.2600,289.8800,275476.6562,5.6200,286.6562,0.8548,0.9246,961,961,100.00
A2005257,2005-09-14,MOD11A2,LST_Night_1km,276.0200,280.8200,267681.6875,4.8000,278.5450,0.7396,0.8600,961,961,100.00
A2005265,2005-09-22,MOD11A2,LST_Night_1km,280.5400,285.0000,271800.6562,4.4600,282.8311,0.6654,0.8157,961,961,100.00
A2005273,2005-09-30,MOD11A2,LST_Night_1km,278.5400,283.7400,270621.0000,5.2000,281.6035,0.6064,0.7787,961,961,100.00
A2005281,2005-10-08,MOD11A2,LST_Night_1km,277.3000,283.4600,268608.1875,6.1600,279.5090,1.4005,1.1834,961,961,100.00
A2005289,2005-10-16,MOD11A2,LST_Night_1km,275.3000,282.5400,267479.1875,7.2400,278.3342,1.5886,1.2604,961,961,100.00
A2005297,2005-10-24,MOD11A2,LST_Night_1km,270.8400,278.9400,263692.6875,8.1000,274.3940,2.6934,1.6412,961,961,100.00
A2005305,2005-11-01,MOD11A2,LST_Night_1km,272.8800,277.9200,264333.7188,5.0400,275.0611,1.1186,1.0576,961,961,100.00
A2005313,2005-11-09,MOD11A2,LST_Night_1km,270.6000,276.2000,262443.1250,5.6000,273.0938,1.2933,1.1372,961,961,100.00
A2005321,2005-11-17,MOD11A2,LST_Night_1km,258.5200,272.0800,98211.0234,13.5600,263.3003,9.9217,3.1499,961,373,38.81
A2005329,2005-11-25,MOD11A2,LST_Night_1km,262.8800,269.4800,229284.3906,6.6000,266.9201,1.5772,1.2559,961,859,89.39
A2005337,2005-12-03,MOD11A2,LST_Night_1km,261.4200,274.9800,198798.3125,13.5600,270.4739,7.1870,2.6809,961,735,76.48
A2005345,2005-12-11,MOD11A2,LST_Night_1km,247.0400,272.2000,235855.9531,25.1600,263.5262,4.3326,2.0815,961,895,93.13
A2005353,2005-12-19,MOD11A2,LST_Night_1km,250.4800,264.5800,27255.7168,14.1000,259.5782,9.4527,3.0745,961,105,10.93
A2005361,2005-12-27,MOD11A2,LST_Night_1km,249.3800,270.0600,202257.5000,20.6800,261.6526,26.9231,5.1888,961,773,80.44
A2006001,2006-01-01,MOD11A2,LST_Night_1km,254.0400,265.9200,248918.3906,11.8800,259.0202,7.1097,2.6664,961,961,100.00
A2006009,2006-01-09,MOD11A2,LST_Night_1km,254.2800,269.3600,251594.7344,15.0800,261.8051,10.5783,3.2524,961,961,100.00
A2006017,2006-01-17,MOD11A2,LST_Night_1km,246.4800,262.6800,243698.4375,16.2000,253.5884,14.4803,3.8053,961,961,100.00
A2006025,2006-01-25,MOD11A2,LST_Night_1km,254.7200,266.8800,249889.2031,12.1600,260.0304,7.5276,2.7437,961,961,100.00
A2006033,2006-02-02,MOD11A2,LST_Night_1km,249.4200,260.6600,246815.2812,11.2400,256.8317,2.2545,1.5015,961,961,100.00
A2006041,2006-02-10,MOD11A2,LST_Night_1km,252.7600,266.1400,221779.8750,13.3800,256.3929,3.0527,1.7472,961,865,90.01
A2006049,2006-02-18,MOD11A2,LST_Night_1km,264.3400,274.4600,258978.1094,10.1200,269.4882,1.3536,1.1635,961,961,100.00
A2006057,2006-02-26,MOD11A2,LST_Night_1km,259.0600,266.2400,252322.2656,7.1800,262.5622,1.4184,1.1910,961,961,100.00
A2006065,2006-03-06,MOD11A2,LST_Night_1km,257.7400,264.6800,251237.8594,6.9400,261.4338,1.6223,1.2737,961,961,100.00
A2006073,2006-03-14,MOD11A2,LST_Night_1km,261.0800,272.1800,257901.1250,11.1000,268.3675,2.8736,1.6952,961,961,100.00
A2006081,2006-03-22,MOD11A2,LST_Night_1km,263.0000,274.8400,257928.1250,11.8400,268.3955,8.7588,2.9595,961,961,100.00
A2006089,2006-03-30,MOD11A2,LST_Night_1km,267.6600,277.4200,263085.8750,9.7600,273.7626,2.1568,1.4686,961,961,100.00
A2006097,2006-04-07,MOD11A2,LST_Night_1km,271.0200,276.1800,263114.2812,5.1600,273.7922,0.7277,0.8531,961,961,100.00
A2006105,2006-04-15,MOD11A2,LST_Night_1km,275.5800,282.1200,267595.2812,6.5400,278.4550,0.9075,0.9526,961,961,100.00
A2006113,2006-04-23,MOD11A2,LST_Night_1km,278.5200,285.5000,270802.3438,6.9800,282.3799,1.4376,1.1990,961,959,99.79
A2006121,2006-05-01,MOD11A2,LST_Night_1km,275.9600,282.9800,268955.7188,7.0200,279.8707,1.3881,1.1782,961,961,100.00
A2006129,2006-05-09,MOD11A2,LST_Night_1km,277.9600,284.4400,270250.9375,6.4800,281.2184,1.2037,1.0971,961,961,100.00
A2006137,2006-05-17,MOD11A2,LST_Night_1km,276.2200,288.0200,249278.4375,11.8000,282.9494,3.1198,1.7663,961,881,91.68
A2006145,2006-05-25,MOD11A2,LST_Night_1km,275.5200,283.1800,253139.6406,7.6600,279.4036,2.4874,1.5771,961,906,94.28
A2006153,2006-06-02,MOD11A2,LST_Night_1km,265.8800,280.4200,189364.9531,14.5400,278.0689,1.5006,1.2250,961,681,70.86
A2006161,2006-06-10,MOD11A2,LST_Night_1km,279.9200,286.1000,272799.4688,6.1800,283.8704,0.5916,0.7691,961,961,100.00
A2006169,2006-06-18,MOD11A2,LST_Night_1km,283.9200,292.7000,247617.0781,8.7800,288.9348,3.6100,1.9000,961,857,89.18
A2006177,2006-06-26,MOD11A2,LST_Night_1km,284.8800,292.6800,276929.7500,7.8000,288.1683,1.0096,1.0048,961,961,100.00
A2006185,2006-07-04,MOD11A2,LST_Night_1km,287.3400,291.9800,278116.4688,4.6400,289.4032,0.6801,0.8247,961,961,100.00
A2006193,2006-07-12,MOD11A2,LST_Night_1km,285.4000,291.7000,276305.5312,6.3000,287.5188,0.9650,0.9823,961,961,100.00
A2006201,2006-07-20,MOD11A2,LST_Night_1km,288.0400,293.9200,279240.2812,5.8800,290.5726,1.4606,1.2086,961,961,100.00
A2006209,2006-07-28,MOD11A2,LST_Night_1km,286.4400,293.7200,277470.2500,7.2800,288.7307,1.3897,1.1788,961,961,100.00
A2006217,2006-08-05,MOD11A2,LST_Night_1km,283.0000,287.3400,233030.6719,4.3400,285.5768,0.4673,0.6836,961,816,84.91
A2006225,2006-08-13,MOD11A2,LST_Night_1km,285.2600,293.3600,277222.4688,8.1000,289.0745,1.9810,1.4075,961,959,99.79
A2006233,2006-08-21,MOD11A2,LST_Night_1km,282.4600,286.1000,273021.0000,3.6400,284.3969,0.4410,0.6641,961,960,99.90
A2006241,2006-08-29,MOD11A2,LST_Night_1km,281.3200,287.3200,273432.0938,6.0000,284.8251,1.2136,1.1016,961,960,99.90
A2006249,2006-09-06,MOD11A2,LST_Night_1km,281.5000,286.1400,272793.4688,4.6400,283.8642,0.6505,0.8066,961,961,100.00
A2006257,2006-09-14,MOD11A2,LST_Night_1km,281.4200,288.9800,273180.9375,7.5600,284.2674,1.7387,1.3186,961,961,100.00
A2006265,2006-09-22,MOD11A2,LST_Night_1km,280.9800,286.1000,272344.6250,5.1200,283.3971,1.0563,1.0278,961,961,100.00
A2006273,2006-09-30,MOD11A2,LST_Night_1km,278.9800,286.8000,267320.5938,7.8200,282.2815,1.3982,1.1824,961,947,98.54
A2006281,2006-10-08,MOD11A2,LST_Night_1km,276.6200,283.7800,268612.0938,7.1600,279.5131,1.8636,1.3652,961,961,100.00
A2006289,2006-10-16,MOD11A2,LST_Night_1km,273.3000,280.8600,265293.5625,7.5600,276.0599,1.7670,1.3293,961,961,100.00
A2006297,2006-10-24,MOD11A2,LST_Night_1km,270.9200,282.4800,265323.7812,11.5600,276.0913,4.7304,2.1749,961,961,100.00
A2006305,2006-11-01,MOD11A2,LST_Night_1km,256.0800,281.3800,231482.4062,25.3000,275.9027,13.5186,3.6768,961,839,87.30
A2006313,2006-11-09,MOD11A2,LST_Night_1km,271.0600,282.3400,267331.4688,11.2800,278.1805,2.6166,1.6176,961,961,100.00
A2006321,2006-11-17,MOD11A2,LST_Night_1km,273.0400,280.6400,266056.9062,7.6000,276.8542,1.5727,1.2541,961,961,100.00
A2006329,2006-11-25,MOD11A2,LST_Night_1km,270.4800,278.1200,264152.5938,7.6400,274.8726,1.5687,1.2525,961,961,100.00
A2006337,2006-12-03,MOD11A2,LST_Night_1km,272.3600,282.4400,268788.8125,10.0800,279.6970,1.8495,1.3600,961,961,100.00
A2006345,2006-12-11,MOD11A2,LST_Night_1km,270.4400,278.6400,263214.1562,8.2000,273.8961,2.8984,1.7025,961,961,100.00
A2006353,2006-12-19,MOD11A2,LST_Night_1km,264.7000,270.4000,257561.0312,5.7000,268.0135,1.0500,1.0247,961,961,100.00
A2006361,2006-12-27,MOD11A2,LST_Night_1km,267.5200,274.0800,259380.6250,6.5600,270.1881,1.6692,1.2920,961,960,99.90
A2007001,2007-01-01,MOD11A2,LST_Night_1km,260.4200,268.9400,19339.7324,8.5200,264.9279,7.7161,2.7778,961,73,7.60
A2007009,2007-01-09,MOD11A2,LST_Night_1km,269.8600,275.7000,261294.4219,5.8400,271.8985,1.0005,1.0003,961,961,100.00
A2007017,2007-01-17,MOD11A2,LST_Night_1km,270.7400,279.8200,209584.6094,9.0800,276.1326,3.1662,1.7794,961,759,78.98
A2007025,2007-01-25,MOD11A2,LST_Night_1km,254.0200,267.9800,204360.4844,13.9600,262.6741,4.9552,2.2260,961,778,80.96
A2007033,2007-02-02,MOD11A2,LST_Night_1km,260.8400,273.2400,126197.7656,12.4000,270.2308,5.4912,2.3433,961,467,48.60
A2007041,2007-02-10,MOD11A2,LST_Night_1km,267.1800,272.0200,259141.8906,4.8400,270.2209,0.9215,0.9600,961,959,99.79
A2007049,2007-02-18,MOD11A2,LST_Night_1km,269.5800,273.4200,260726.2344,3.8400,271.3072,0.5324,0.7296,961,961,100.00
A2007057,2007-02-26,MOD11A2,LST_Night_1km,258.8800,276.6000,34897.4570,17.7200,268.4420,33.4873,5.7868,961,130,13.53
A2007065,2007-03-06,MOD11A2,LST_Night_1km,272.1200,278.9800,265305.8125,6.8600,276.0726,1.2375,1.1124,961,961,100.00
A2007073,2007-03-14,MOD11A2,LST_Night_1km,269.5600,277.1000,233605.4844,7.5400,274.5070,1.1268,1.0615,961,851,88.55
A2007081,2007-03-22,MOD11A2,LST_Night_1km,271.2200,277.5200,263075.5625,6.3000,273.7519,1.0969,1.0473,961,961,100.00
A2007089,2007-03-30,MOD11A2,LST_Night_1km,271.0000,277.7000,263078.3750,6.7000,273.7548,1.1855,1.0888,961,961,100.00
A2007097,2007-04-07,MOD11A2,LST_Night_1km,274.7200,279.6600,266293.0000,4.9400,277.0999,0.9395,0.9693,961,961,100.00
A2007105,2007-04-15,MOD11A2,LST_Night_1km,273.0800,282.0400,265685.0000,8.9600,276.4672,1.7893,1.3376,961,961,100.00
A2007113,2007-04-23,MOD11A2,LST_Night_1km,277.9600,283.2800,269529.2188,5.3200,280.4674,1.0237,1.0118,961,961,100.00
A2007121,2007-05-01,MOD11A2,LST_Night_1km,271.7000,279.3800,264455.7188,7.6800,275.1880,2.1962,1.4820,961,961,100.00
A2007129,2007-05-09,MOD11A2,LST_Night_1km,273.3600,291.6800,265075.7500,18.3200,282.5967,11.8120,3.4369,961,938,97.61
A2007137,2007-05-17,MOD11A2,LST_Night_1km,281.2400,288.1000,271833.4062,6.8600,282.8651,0.5609,0.7489,961,961,100.00
A2007145,2007-05-25,MOD11A2,LST_Night_1km,281.1200,290.5400,273717.5625,9.4200,285.4198,1.5398,1.2409,961,959,99.79
A2007153,2007-06-02,MOD11A2,LST_Night_1km,284.1600,290.4200,276488.9688,6.2600,287.7097,0.8807,0.9384,961,961,100.00
A2007161,2007-06-10,MOD11A2,LST_Night_1km,284.7400,290.2600,275754.7188,5.5200,287.2445,0.7729,0.8792,961,960,99.90
A2007169,2007-06-18,MOD11A2,LST_Night_1km,285.4200,291.9600,276928.7188,6.5400,288.1672,1.2714,1.1276,961,961,100.00
A2007177,2007-06-26,MOD11A2,LST_Night_1km,281.2600,289.0400,265601.1562,7.7800,284.3695,1.2858,1.1339,961,934,97.19
A2007185,2007-07-04,MOD11A2,LST_Night_1km,278.7200,287.0800,273325.4688,8.3600,284.4178,1.5295,1.2367,961,961,100.00
A2007193,2007-07-12,MOD11A2,LST_Night_1km,289.9600,295.8600,280990.4688,5.9000,292.3938,0.9903,0.9951,961,961,100.00
A2007201,2007-07-20,MOD11A2,LST_Night_1km,284.8600,293.7200,277044.3125,8.8600,288.2875,1.7586,1.3261,961,961,100.00
A2007209,2007-07-28,MOD11A2,LST_Night_1km,280.3200,285.2400,271038.4375,4.9200,282.6261,0.4899,0.6999,961,959,99.79
A2007217,2007-08-05,MOD11A2,LST_Night_1km,285.4400,289.7000,276102.1562,4.2600,287.3071,0.4561,0.6754,961,961,100.00
A2007225,2007-08-13,MOD11A2,LST_Night_1km,283.8400,294.1000,274040.8438,10.2600,287.8580,2.2081,1.4860,961,952,99.06
A2007233,2007-08-21,MOD11A2,LST_Night_1km,284.4600,293.7400,277114.2812,9.2800,288.3603,1.8089,1.3449,961,961,100.00
A2007241,2007-08-29,MOD11A2,LST_Night_1km,278.8400,284.8800,180641.4844,6.0400,281.8120,0.9775,0.9887,961,641,66.70
A2007249,2007-09-06,MOD11A2,LST_Night_1km,270.4400,282.4200,171777.5781,11.9800,280.2244,2.2121,1.4873,961,613,63.79
A2007257,2007-09-14,MOD11A2,LST_Night_1km,277.5600,283.6400,269885.5312,6.0800,280.8382,1.2217,1.1053,961,961,100.00
A2007265,2007-09-22,MOD11A2,LST_Night_1km,279.5000,285.0600,271122.0625,5.5600,282.1249,1.1059,1.0516,961,961,100.00
A2007273,2007-09-30,MOD11A2,LST_Night_1km,277.1000,282.5400,268973.1562,5.4400,279.8888,0.7853,0.8862,961,961,100.00
A2007281,2007-10-08,MOD11A2,LST_Night_1km,273.1400,278.3400,264807.9062,5.2000,275.5545,0.8595,0.9271,961,961,100.00
A2007289,2007-10-16,MOD11A2,LST_Night_1km,271.3000,283.2000,266703.6562,11.9000,277.5272,5.1648,2.2726,961,961,100.00
A2007297,2007-10-24,MOD11A2,LST_Night_1km,273.6600,279.9400,265489.4688,6.2800,276.5515,1.1530,1.0738,961,960,99.90
A2007305,2007-11-01,MOD11A2,LST_Night_1km,262.5600,278.1600,261069.8125,15.6000,273.0856,4.1896,2.0469,961,956,99.48
A2007313,2007-11-09,MOD11A2,LST_Night_1km,257.4200,272.1400,135791.1406,14.7200,267.3054,22.9338,4.7889,961,508,52.86
A2007321,2007-11-17,MOD11A2,LST_Night_1km,262.6800,273.2200,257304.2031,10.5400,267.7463,3.7681,1.9411,961,961,100.00
A2007329,2007-11-25,MOD11A2,LST_Night_1km,258.5600,267.4200,171318.2188,8.8600,263.5665,3.4553,1.8588,961,650,67.64
A2007337,2007-12-03,MOD11A2,LST_Night_1km,263.7400,273.6000,257576.9062,9.8600,271.1336,1.4821,1.2174,961,950,98.86
A2007345,2007-12-11,MOD11A2,LST_Night_1km,259.2800,265.7200,29863.5781,6.4400,261.9612,1.1839,1.0881,961,114,11.86
A2007353,2007-12-19,MOD11A2,LST_Night_1km,260.6200,269.6200,253527.2500,9.0000,263.8161,3.6042,1.8985,961,961,100.00
A2007361,2007-12-27,MOD11A2,LST_Night_1km,259.9200,271.3400,241385.2812,11.4200,265.5504,4.7400,2.1772,961,909,94.59
A2008001,2008-01-01,MOD11A2,LST_Night_1km,255.6600,270.6200,241569.0000,14.9600,261.1557,5.0633,2.2502,961,925,96.25
A2008009,2008-01-09,MOD11A2,LST_Night_1km,268.5000,276.9400,260537.0625,8.4400,272.5283,3.4680,1.8622,961,956,99.48
A2008017,2008-01-17,MOD11A2,LST_Night_1km,264.3200,274.3600,217736.8281,10.0400,269.8102,5.0825,2.2544,961,807,83.98
A2008025,2008-01-25,MOD11A2,LST_Night_1km,261.9800,274.3400,144089.9844,12.3600,271.3559,9.1134,3.0188,961,531,55.25
A2008033,2008-02-02,MOD11A2,LST_Night_1km,269.3000,274.8800,261184.8125,5.5800,271.7844,0.9916,0.9958,961,961,100.00
A2008041,2008-02-10,MOD11A2,LST_Night_1km,263.2800,271.2200,257451.2812,7.9400,267.8994,1.3407,1.1579,961,961,100.00
A2008049,2008-02-18,MOD11A2,LST_Night_1km,265.0600,278.8600,258386.4375,13.8000,272.2723,5.7225,2.3922,961,949,98.75
A2008057,2008-02-26,MOD11A2,LST_Night_1km,270.9000,281.1400,266847.7500,10.2400,277.6772,3.1634,1.7786,961,961,100.00
A2008065,2008-03-05,MOD11A2,LST_Night_1km,270.3600,274.4600,261850.1094,4.1000,272.4767,0.4195,0.6477,961,961,100.00
A2008073,2008-03-13,MOD11A2,LST_Night_1km,262.8800,272.8400,258073.2500,9.9600,268.5466,4.5562,2.1345,961,961,100.00
A2008081,2008-03-21,MOD11A2,LST_Night_1km,264.0400,272.3800,204963.7031,8.3400,270.0444,1.5995,1.2647,961,759,78.98
A2008089,2008-03-29,MOD11A2,LST_Night_1km,271.5600,276.9000,263410.5312,5.3400,274.1005,0.9688,0.9843,961,961,100.00
A2008097,2008-04-06,MOD11A2,LST_Night_1km,267.0400,282.8000,253230.5625,15.7600,275.2506,4.4270,2.1040,961,920,95.73
A2008105,2008-04-14,MOD11A2,LST_Night_1km,273.9200,280.1200,266345.8750,6.2000,277.1549,1.2826,1.1325,961,961,100.00
A2008113,2008-04-22,MOD11A2,LST_Night_1km,275.1000,281.4000,267446.5625,6.3000,278.3003,1.2370,1.1122,961,961,100.00
A2008121,2008-04-30,MOD11A2,LST_Night_1km,275.1200,279.7600,266643.5938,4.6400,277.4647,0.8201,0.9056,961,961,100.00
A2008129,2008-05-08,MOD11A2,LST_Night_1km,276.9000,283.2200,258485.6094,6.3200,280.3531,0.6307,0.7941,961,922,95.94
A2008137,2008-05-16,MOD11A2,LST_Night_1km,274.5000,283.3400,163138.9688,8.8400,281.7599,3.1535,1.7758,961,579,60.25
A2008145,2008-05-24,MOD11A2,LST_Night_1km,281.2000,287.1000,272576.8750,5.9000,283.6388,0.7281,0.8533,961,961,100.00
A2008153,2008-06-01,MOD11A2,LST_Night_1km,282.5800,287.5000,274486.1250,4.9200,285.6255,0.6002,0.7747,961,961,100.00
A2008161,2008-06-09,MOD11A2,LST_Night_1km,276.5400,289.4200,273684.8438,12.8800,285.0884,2.4957,1.5798,961,960,99.90
A2008169,2008-06-17,MOD11A2,LST_Night_1km,283.2400,294.7600,275498.3438,11.5200,286.6788,1.4069,1.1861,961,961,100.00
A2008177,2008-06-25,MOD11A2,LST_Night_1km,282.9400,290.3800,275564.0312,7.4400,287.6451,1.0203,1.0101,961,958,99.69
A2008185,2008-07-03,MOD11A2,LST_Night_1km,276.7600,286.8200,127538.7656,10.0600,284.0507,4.1015,2.0252,961,449,46.72
A2008193,2008-07-11,MOD11A2,LST_Night_1km,283.6600,294.1000,276066.0000,10.4400,288.1691,2.5669,1.6022,961,958,99.69
A2008201,2008-07-19,MOD11A2,LST_Night_1km,281.4600,287.2000,274028.2188,5.7400,285.1490,0.8217,0.9065,961,961,100.00
